chromosome	start	end	gene	log2	depth	spread
chr12	111447384	111447488	SH2B3	-0.204976	4921.66	0.127587
chr12	111447488	111447592	SH2B3	-1.11432	2614.05	0.159426
chr12	111447592	111447695	SH2B3	-0.946356	2894.85	0.140164
chr12	111447695	111447799	SH2B3	-0.393709	4301.15	0.0990005
chr12	111447799	111447903	SH2B3	-0.474161	4075.65	0.0713792
chr12	111447958	111448058	SH2B3	0.00364047	5775.28	0.0470117
chr12	111448058	111448159	SH2B3	-0.228639	4887.09	0.0540069
chr12	111448159	111448260	SH2B3	0.121201	6237.4	0.0491875
chr12	111448260	111448361	SH2B3	-0.161142	5078.78	0.0682334
chr12	112450228	112450338	PTPN11	0.180771	6456.51	0.0398447
chr12	112450338	112450449	PTPN11	0.246908	6792.17	0.0428523
chr12	112450449	112450560	PTPN11	0.432729	7717.45	0.0390799
chr12	112488952	112489045	PTPN11	0.331104	7215.29	0.0303383
chr12	112489045	112489138	PTPN11	0.200173	6621.43	0.0436222
chr12	112489138	112489231	PTPN11	0.156809	6372.85	0.0516141
chr13	28018394	28018485	FLT3	0.262219	6834.27	0.0472869
chr13	28018485	28018576	FLT3	0.73872	9546.05	0.0440756
chr13	28018576	28018668	FLT3	-0.295078	4641.1	0.0692296
chr13	28033716	28033817	FLT3	0.0774154	6024.28	0.0628899
chr13	28033817	28033918	FLT3	0.558892	8429.23	0.0582915
chr13	28033918	28034019	FLT3	1.15805	12774.5	0.0639223
chr13	28034019	28034120	FLT3	0.855397	10350	0.0917411
chr13	28034120	28034221	FLT3	1.049	11816.9	0.0834908
chr13	28034221	28034322	FLT3	1.20702	13215.6	0.0660743
chr13	28034322	28034423	FLT3	0.608131	8732.97	0.0696757
chr13	28034423	28034524	FLT3	-2.02536	1408.15	0.131355
chr15	90088478	90088581	IDH2	-0.285402	4705.33	0.0373738
chr15	90088581	90088685	IDH2	0.333085	7214.92	0.0376694
chr15	90088685	90088788	IDH2	-0.291493	4658.55	0.0604714
chr15	90088788	90088892	IDH2	-3.15682	644.762	0.096193
chr17	1650669	1650770	PRPF8	-2.55266	979.928	0.0791596
chr17	1650770	1650871	PRPF8	0.264262	6863	0.0462021
chr17	1650871	1650972	PRPF8	0.524698	8251.93	0.0470588
chr17	1650972	1651073	PRPF8	0.141463	6301.82	0.0545606
chr17	1651073	1651174	PRPF8	0.361264	7356.23	0.0526368
chr17	1651174	1651275	PRPF8	-0.212961	4885.2	0.06405
chr17	1651275	1651376	PRPF8	-0.0408313	5528.11	0.0717096
chr17	1651376	1651477	PRPF8	0.543406	8368.78	0.0652596
chr17	1651477	1651578	PRPF8	0.267901	6891.24	0.0689168
chr17	1651578	1651679	PRPF8	-0.0796725	5376.88	0.0742269
chr17	1651679	1651780	PRPF8	-0.210655	4866.65	0.0659273
chr17	1651780	1651881	PRPF8	0.104934	6153.59	0.0418787
chr17	1653417	1653515	PRPF8	-0.162953	5076.85	0.0533459
chr17	1653515	1653614	PRPF8	0.675265	9121.07	0.0381691
chr17	1653614	1653712	PRPF8	0.740755	9536.7	0.0641478
chr17	1653712	1653811	PRPF8	0.0914518	6083.39	0.0885786
chr17	1653811	1653909	PRPF8	0.752705	9574.68	0.083881
chr17	1653909	1654008	PRPF8	0.894	10670.8	0.0447909
chr17	1654008	1654106	PRPF8	0.321883	7157.33	0.0535413
chr17	1654106	1654205	PRPF8	-2.267	1181.61	0.0974208
chr17	1655236	1655334	PRPF8	-0.320154	4552.25	0.0367907
chr17	1655334	1655432	PRPF8	0.827349	10136	0.0336717
chr17	1655432	1655530	PRPF8	0.411501	7533.88	0.0625357
chr17	1655530	1655628	PRPF8	-0.70292	3511.81	0.0990812
chr17	1655628	1655727	PRPF8	-2.45598	1058.51	0.106482
chr17	1656259	1656352	PRPF8	-2.54987	987.562	0.0990414
chr17	1656352	1656445	PRPF8	-0.795385	3282.91	0.0637629
chr17	1656445	1656538	PRPF8	0.698028	9248.22	0.0421664
chr17	1656538	1656632	PRPF8	0.665003	9064.68	0.0461309
chr17	1656632	1656725	PRPF8	0.616924	8797.54	0.05194
chr17	1656725	1656818	PRPF8	0.749537	9637.49	0.046256
chr17	1656818	1656912	PRPF8	-2.30765	1172.61	0.0846933
chr17	1658176	1658280	PRPF8	0.430184	7724.01	0.0393137
chr17	1658280	1658384	PRPF8	0.599351	8683.16	0.0498695
chr17	1658384	1658488	PRPF8	0.605921	8698.29	0.048641
chr17	1658488	1658592	PRPF8	0.473658	7936.97	0.0418994
chr17	1658592	1658696	PRPF8	0.521788	8243.37	0.0372886
chr17	1658696	1658800	PRPF8	0.585124	8602.35	0.0369264
chr17	1658800	1658904	PRPF8	-2.34462	1139.1	0.100984
chr17	1659187	1659290	PRPF8	-2.15154	1284.2	0.106021
chr17	1659290	1659394	PRPF8	0.482677	8000.48	0.0470942
chr17	1659394	1659498	PRPF8	0.638449	8898.2	0.0410533
chr17	1659498	1659602	PRPF8	0.492648	8033.55	0.0388445
chr17	1659602	1659706	PRPF8	-2.13367	1296.53	0.123894
chr17	1659729	1659833	PRPF8	-0.105481	5313.89	0.051548
chr17	1659833	1659937	PRPF8	0.45156	7845.47	0.0374045
chr17	1659937	1660041	PRPF8	0.617991	8766.53	0.0405501
chr17	1660041	1660146	PRPF8	-2.19414	1246.8	0.100201
chr17	1660300	1660398	PRPF8	-2.31988	1151.2	0.104109
chr17	1660398	1660497	PRPF8	0.758799	9699.87	0.0512269
chr17	1660497	1660596	PRPF8	0.768499	9749.77	0.0493315
chr17	1660596	1660695	PRPF8	-0.102776	5302.24	0.0776063
chr17	1660695	1660794	PRPF8	0.0549346	5919.92	0.0873443
chr17	1660794	1660893	PRPF8	-0.469637	4103.38	0.0890039
chr17	1660893	1660992	PRPF8	0.0052494	5740.14	0.0745427
chr17	1660992	1661091	PRPF8	0.209818	6616.97	0.0873777
chr17	1661091	1661190	PRPF8	0.473717	7984.58	0.0759327
chr17	1661190	1661289	PRPF8	0.42064	7672.44	0.0521772
chr17	1661289	1661387	PRPF8	0.955228	11081.9	0.0447858
chr17	1661387	1661486	PRPF8	0.232644	6728.26	0.0528921
chr17	1661486	1661585	PRPF8	-0.0582059	5528.89	0.0652265
chr17	1661585	1661684	PRPF8	0.536898	8308.51	0.0394442
chr17	1661684	1661783	PRPF8	0.611516	8682.32	0.0549116
chr17	1661783	1661882	PRPF8	-0.128742	5197.48	0.0734198
chr17	1661882	1661981	PRPF8	-0.280431	4676.8	0.0632043
chr17	1661981	1662080	PRPF8	0.500565	8122.39	0.0415125
chr17	1662080	1662179	PRPF8	0.607818	8735.33	0.0427558
chr17	1662179	1662278	PRPF8	-2.06962	1374.11	0.0899261
chr17	1672971	1673068	PRPF8	0.327404	7185.09	0.0446897
chr17	1673068	1673165	PRPF8	0.635279	8843.75	0.0684495
chr17	1673165	1673262	PRPF8	0.624012	8791.24	0.0660968
chr17	1673262	1673359	PRPF8	-0.107781	5294.69	0.0575076
chr17	1673359	1673456	PRPF8	0.508645	8094.55	0.062152
chr17	1673456	1673553	PRPF8	0.526872	8238.91	0.0391784
chr17	1673553	1673650	PRPF8	0.122562	6242.24	0.0537536
chr17	1673650	1673747	PRPF8	0.127448	6256.15	0.0508146
chr17	1673747	1673844	PRPF8	0.518749	8172.96	0.0493113
chr17	1673844	1673941	PRPF8	-0.0533559	5440.07	0.0995767
chr17	1673941	1674038	PRPF8	-3.5031	487.82	0.192306
chr17	1674302	1674408	PRPF8	-2.33017	1146.81	0.107808
chr17	1674408	1674514	PRPF8	-0.666153	3608.26	0.103784
chr17	1674514	1674620	PRPF8	0.396292	7546.82	0.053312
chr17	1674620	1674726	PRPF8	0.864006	10424.4	0.0281777
chr17	1674726	1674832	PRPF8	-1.94293	1508.32	0.0922445
chr17	1675021	1675116	PRPF8	-2.02092	1416.94	0.076793
chr17	1675116	1675212	PRPF8	0.558552	8409.37	0.0287581
chr17	1675212	1675308	PRPF8	0.327387	7191.73	0.0379629
chr17	1675308	1675404	PRPF8	0.27895	6947.28	0.036503
chr17	1675503	1675603	PRPF8	-0.166578	5090.77	0.0460396
chr17	1675603	1675703	PRPF8	-0.276387	4709.21	0.0577099
chr17	1675703	1675803	PRPF8	-0.0999147	5333.55	0.067472
chr17	1675803	1675903	PRPF8	-0.12568	5250.46	0.0683804
chr17	1675903	1676003	PRPF8	0.00252862	5663.34	0.0567945
chr17	1676003	1676104	PRPF8	0.849392	10320.2	0.0393126
chr17	1676104	1676204	PRPF8	0.119664	6201.13	0.0726028
chr17	1676204	1676304	PRPF8	-0.204091	4906.84	0.0998187
chr17	1676304	1676404	PRPF8	-0.350426	4476.54	0.101313
chr17	1676404	1676504	PRPF8	-0.107536	5286.46	0.0902129
chr17	1676504	1676604	PRPF8	0.552093	8395.78	0.0760577
chr17	1676604	1676705	PRPF8	0.775018	9759.64	0.0675533
chr17	1676705	1676805	PRPF8	-0.897705	3073.56	0.0736807
chr17	1676805	1676905	PRPF8	-0.985948	2894.7	0.0450896
chr17	1676905	1677005	PRPF8	0.261165	6875.94	0.0520622
chr17	1677005	1677105	PRPF8	0.429531	7730.75	0.0491827
chr17	1677105	1677205	PRPF8	0.385577	7458.05	0.0357929
chr17	1677205	1677306	PRPF8	-2.48768	1015.61	0.0972461
chr17	1677444	1677549	PRPF8	0.116877	6205.34	0.0429571
chr17	1677549	1677654	PRPF8	0.38048	7441.81	0.0531483
chr17	1677654	1677760	PRPF8	0.526064	8215.75	0.0558313
chr17	1678304	1678404	PRPF8	-2.51321	1002.25	0.102398
chr17	1678404	1678504	PRPF8	-0.817934	3241.35	0.0871028
chr17	1678504	1678605	PRPF8	0.3747	7419.79	0.0521143
chr17	1678605	1678705	PRPF8	0.881699	10562.4	0.0432989
chr17	1678705	1678806	PRPF8	0.296909	7021.19	0.0395761
chr17	1678806	1678906	PRPF8	0.442216	7726.12	0.0448126
chr17	1678906	1679007	PRPF8	0.080632	6018.81	0.0686735
chr17	1679007	1679107	PRPF8	0.0460288	5889.47	0.0792709
chr17	1679107	1679208	PRPF8	0.545809	8308.61	0.068504
chr17	1679208	1679308	PRPF8	0.662421	9055.54	0.0636681
chr17	1679308	1679409	PRPF8	0.773297	9764.74	0.0749717
chr17	1679409	1679509	PRPF8	-0.525091	4001.83	0.0878971
chr17	1679509	1679610	PRPF8	0.00314223	5733.17	0.0471427
chr17	1679610	1679710	PRPF8	0.660369	8950.02	0.0496409
chr17	1679710	1679811	PRPF8	0.713613	9380.69	0.0419353
chr17	1679811	1679911	PRPF8	0.418391	7625.89	0.0443696
chr17	1679911	1680012	PRPF8	-2.27346	1185.34	0.0911179
chr17	1680639	1680748	PRPF8	0.345016	7261.53	0.0369099
chr17	1680748	1680857	PRPF8	0.0353452	5875.88	0.0731452
chr17	1680857	1680967	PRPF8	-0.304167	4617.55	0.097217
chr17	1680967	1681076	PRPF8	-0.501345	4049.76	0.105491
chr17	1681076	1681186	PRPF8	-2.35923	1121.09	0.110753
chr17	1681358	1681460	PRPF8	-0.272836	4723.73	0.0542826
chr17	1681460	1681562	PRPF8	0.790341	9853.17	0.0429901
chr17	1681562	1681665	PRPF8	0.775361	9782.69	0.0460411
chr17	1681665	1681767	PRPF8	0.601563	8660.07	0.0612836
chr17	1681767	1681870	PRPF8	-0.389859	4339.26	0.0770693
chr17	1681870	1681972	PRPF8	-0.428423	4217.32	0.0796332
chr17	1681972	1682074	PRPF8	0.618714	8730.63	0.115711
chr17	1682074	1682177	PRPF8	0.191164	6521.93	0.131473
chr17	1682177	1682279	PRPF8	0.279105	6845.54	0.0809058
chr17	1682279	1682382	PRPF8	0.290256	6997.71	0.0479006
chr17	1683421	1683523	PRPF8	-0.198566	4954.18	0.0661515
chr17	1683523	1683626	PRPF8	0.319984	7155.75	0.0380179
chr17	1683626	1683728	PRPF8	0.601067	8590.4	0.0724938
chr17	1683728	1683831	PRPF8	-2.23576	1193.49	0.13269
chr17	1684325	1684425	PRPF8	-2.64763	899.901	0.132313
chr17	1684425	1684526	PRPF8	0.0972963	6137.67	0.0589395
chr17	1684526	1684626	PRPF8	0.75911	9701.12	0.0508315
chr17	1684626	1684727	PRPF8	-2.40378	1087.83	0.0690112
chr17	7669450	7669546	TP53	-3.29583	572.842	0.14121
chr17	7669546	7669643	TP53	0.0118666	5736.79	0.0452179
chr17	7669643	7669740	TP53	0.227372	6684.63	0.0315645
chr17	7669740	7669837	TP53	-2.38757	1093.12	0.0965127
chr17	7670545	7670662	TP53	0.0110884	5789.29	0.0381741
chr17	7670662	7670780	TP53	0.0154687	5770.01	0.0532247
chr17	7673069	7673170	TP53	-2.41095	1068.15	0.140108
chr17	7673170	7673271	TP53	-0.181592	5046.01	0.0706606
chr17	7673271	7673373	TP53	0.832462	10190.5	0.045161
chr17	7673373	7673474	TP53	-0.729941	3485.87	0.0705155
chr17	7673474	7673575	TP53	0.191437	6568.87	0.0442475
chr17	7673575	7673677	TP53	0.494483	8085.73	0.0544262
chr17	7673677	7673778	TP53	0.278213	6960.88	0.052367
chr17	7673778	7673879	TP53	0.812675	10025.1	0.0473015
chr17	7673879	7673981	TP53	-0.787901	3336.51	0.0594003
chr17	7673981	7674082	TP53	-0.0177986	5649.84	0.0563846
chr17	7674082	7674183	TP53	0.178049	6408.89	0.0692748
chr17	7674183	7674285	TP53	0.537191	8323.59	0.0366664
chr17	7674285	7674386	TP53	-0.05673	5499.81	0.0422244
chr17	7674386	7674488	TP53	-2.34874	1134.95	0.0829007
chr17	7674739	7674846	TP53	-0.312945	4565.84	0.0474346
chr17	7674846	7674953	TP53	0.049854	5908.72	0.0510057
chr17	7674953	7675060	TP53	0.13669	6287.81	0.0441844
chr17	7675060	7675167	TP53	-0.221395	4902.84	0.0423633
chr17	7675167	7675274	TP53	-0.0759281	5429.13	0.0390992
chr17	7675840	7675940	TP53	-2.41851	1084.57	0.0999653
chr17	7675940	7676041	TP53	-0.226182	4896.87	0.0723785
chr17	7676041	7676142	TP53	0.277554	6942.72	0.0709666
chr17	7676142	7676243	TP53	-0.40899	4316.58	0.0763714
chr17	7676243	7676343	TP53	-0.771782	3336.08	0.139217
chr17	7676343	7676444	TP53	-1.50775	2013.7	0.165991
chr17	7676444	7676545	TP53	-0.399437	4327.92	0.105551
chr17	7676545	7676646	TP53	-0.0560333	5502.02	0.0606688
chr17	7676646	7676747	TP53	-2.57608	960.132	0.0742064
chr17	31095129	31095226	NF1	-3.77637	415.853	0.109703
chr17	31095226	31095323	NF1	-1.25444	2382.36	0.11101
chr17	31095323	31095421	NF1	-0.836059	3137.3	0.112973
chr17	31155915	31156003	NF1	0.131448	6308.72	0.0477782
chr17	31156003	31156091	NF1	1.11354	12441.4	0.0396606
chr17	31156091	31156179	NF1	0.696718	9300.56	0.0402696
chr17	31156179	31156267	NF1	-2.21087	1236.06	0.13352
chr17	31158885	31159009	NF1	-1.57263	1931.37	0.0877824
chr17	31159009	31159134	NF1	0.305386	7065.5	0.0350202
chr17	31163078	31163181	NF1	0.226731	6762.23	0.0490131
chr17	31163181	31163285	NF1	0.559042	8504.02	0.0434557
chr17	31163285	31163389	NF1	0.0169817	5794.66	0.0493321
chr17	31163389	31163493	NF1	-2.40234	1082.72	0.115097
chr17	31169673	31169776	NF1	-2.35427	1104.26	0.143821
chr17	31169776	31169879	NF1	0.31244	7065.77	0.0808733
chr17	31169879	31169982	NF1	1.12948	12450.6	0.0531979
chr17	31169982	31170085	NF1	0.730513	9461.97	0.0498081
chr17	31181392	31181498	NF1	0.00718719	5730.98	0.0945481
chr17	31181498	31181605	NF1	-0.126535	5265.57	0.0839458
chr17	31181605	31181712	NF1	-0.293373	4688.09	0.09346
chr17	31181712	31181819	NF1	0.525736	8220.93	0.0568623
chr17	31182476	31182586	NF1	-0.0571506	5470.24	0.0780704
chr17	31182586	31182696	NF1	-0.396395	4284.28	0.0993125
chr17	31200365	31200468	NF1	0.259546	6917.23	0.0605657
chr17	31200468	31200571	NF1	0.371236	7468.03	0.0457489
chr17	31200571	31200675	NF1	0.312838	7097.38	0.03834
chr17	31200907	31201014	NF1	-2.10377	1333.84	0.110321
chr17	31201014	31201122	NF1	0.412448	7607.52	0.0608074
chr17	31201122	31201230	NF1	0.199386	6553.96	0.0701685
chr17	31201230	31201338	NF1	-1.21508	2453.84	0.122837
chr17	31201338	31201446	NF1	-0.0524385	5500.81	0.0668606
chr17	31201446	31201554	NF1	0.268035	6891.65	0.0545794
chr17	31206147	31206240	NF1	0.450437	7790.98	0.0590858
chr17	31206240	31206334	NF1	0.954507	11056.6	0.0436181
chr17	31206334	31206427	NF1	0.479361	7938.6	0.0472545
chr17	31206427	31206521	NF1	-2.29103	1147.86	0.160608
chr17	31214284	31214396	NF1	-1.60347	1902	0.128573
chr17	31214396	31214508	NF1	0.40035	7504.68	0.0978311
chr17	31214508	31214621	NF1	0.442367	7734.67	0.0805902
chr17	31218922	31219010	NF1	-0.094635	5265.99	0.0628644
chr17	31219010	31219098	NF1	0.714911	9317.85	0.0729943
chr17	31219098	31219186	NF1	0.930378	10816.8	0.0638439
chr17	31219186	31219275	NF1	-0.681929	3546.46	0.0675752
chr17	31221784	31221898	NF1	0.284801	6997.72	0.0654635
chr17	31221898	31222013	NF1	0.85136	10274.7	0.053261
chr17	31222013	31222128	NF1	-1.20748	2484.86	0.0925235
chr17	31223402	31223510	NF1	0.043275	5836.33	0.0600907
chr17	31223510	31223619	NF1	0.100911	6139.51	0.0858735
chr17	31224973	31225082	NF1	-1.93661	1507.04	0.0965889
chr17	31225082	31225191	NF1	0.219283	6700.93	0.0440962
chr17	31225191	31225300	NF1	0.298827	7088.84	0.0531333
chr17	31225300	31225409	NF1	-1.82784	1627.79	0.0989285
chr17	31226359	31226449	NF1	0.185796	6486.46	0.0557755
chr17	31226449	31226540	NF1	0.560933	8431.62	0.046451
chr17	31226540	31226630	NF1	0.49675	8021.38	0.0575458
chr17	31226630	31226721	NF1	0.0221112	5741.95	0.0788682
chr17	31227119	31227244	NF1	-0.0150367	5623.63	0.0404491
chr17	31227244	31227369	NF1	-0.325992	4528.25	0.0801678
chr17	31227465	31227589	NF1	0.278585	6940.68	0.088191
chr17	31227589	31227713	NF1	0.15961	6383.24	0.0517841
chr17	31228990	31229096	NF1	0.0796279	6003.29	0.0629538
chr17	31229096	31229203	NF1	-0.169807	5066.29	0.0535535
chr17	31229203	31229310	NF1	-0.0739587	5409.72	0.0470551
chr17	31229310	31229416	NF1	0.118176	6163.89	0.0317579
chr17	31229416	31229523	NF1	0.785938	9806.06	0.048695
chr17	31229523	31229630	NF1	-1.9323	1505.89	0.10307
chr17	31229763	31229874	NF1	0.1954	6527.15	0.033175
chr17	31229874	31229985	NF1	-0.0696664	5435.94	0.045477
chr17	31229985	31230096	NF1	0.126256	6249.59	0.0604786
chr17	31230101	31230213	NF1	-0.300788	4616.76	0.0743951
chr17	31230213	31230326	NF1	0.969644	11154.7	0.0520388
chr17	31230326	31230439	NF1	0.310004	7075.1	0.0541204
chr17	31230735	31230840	NF1	0.776516	9826.66	0.0820387
chr17	31230840	31230945	NF1	1.15884	12879.7	0.0903362
chr17	31230945	31231051	NF1	-0.763998	3278.45	0.11739
chr17	31231958	31232058	NF1	0.0820912	6099.33	0.0558454
chr17	31232058	31232158	NF1	0.166812	6474.66	0.0616161
chr17	31232158	31232259	NF1	0.214226	6651.15	0.0735428
chr17	31232594	31232700	NF1	-0.306355	4601.6	0.0495296
chr17	31232700	31232806	NF1	0.663049	9105.53	0.035825
chr17	31232806	31232912	NF1	0.195105	6541.82	0.0536833
chr17	31232912	31233018	NF1	0.594993	8598.79	0.0400754
chr17	31233018	31233124	NF1	0.633562	8888.82	0.0348204
chr17	31233124	31233230	NF1	0.856195	10396.9	0.050058
chr17	31233230	31233336	NF1	-1.31833	2300.14	0.0591618
chr17	31235468	31235573	NF1	-0.534536	3937.61	0.0541981
chr17	31235573	31235678	NF1	1.11858	12373.1	0.0369934
chr17	31235678	31235783	NF1	0.616719	8756.5	0.070095
chr17	31235783	31235888	NF1	0.581052	8558.13	0.0668098
chr17	31235888	31235993	NF1	1.36576	14719.6	0.0707851
chr17	31235993	31236098	NF1	0.967631	11195.5	0.071254
chr17	31236098	31236204	NF1	0.276877	6942.93	0.0589524
chr17	31248856	31248956	NF1	-2.08461	1355.32	0.0981306
chr17	31248956	31249057	NF1	0.52312	8206.46	0.0558496
chr17	31249057	31249157	NF1	0.387446	7475.68	0.0458263
chr17	31249157	31249258	NF1	-2.23702	1215.69	0.095746
chr17	31252799	31252887	NF1	-2.06905	1353.6	0.134952
chr17	31252887	31252975	NF1	-0.303544	4634.41	0.0715216
chr17	31252975	31253064	NF1	0.383878	7419.44	0.0545843
chr17	31258190	31258302	NF1	-1.73745	1726.6	0.0927707
chr17	31258302	31258414	NF1	0.855436	10298.3	0.0508965
chr17	31258414	31258526	NF1	0.242753	6782.02	0.0497035
chr17	31258526	31258639	NF1	-1.70433	1734.2	0.129944
chr17	31258906	31259028	NF1	-1.43009	2099.66	0.114512
chr17	31259028	31259150	NF1	0.387315	7430.89	0.0602685
chr17	31260251	31260350	NF1	-2.26844	1191.47	0.113784
chr17	31260350	31260450	NF1	0.358111	7356.78	0.0490069
chr17	31260450	31260549	NF1	0.251424	6788.77	0.0592327
chr17	31260549	31260649	NF1	-2.44771	1041.62	0.119605
chr17	31261642	31261745	NF1	0.0424709	5855.57	0.0770595
chr17	31261745	31261849	NF1	0.594793	8574.21	0.0684862
chr17	31261849	31261953	NF1	0.362225	7326.02	0.0498356
chr17	31261953	31262057	NF1	-2.29329	1173.16	0.105908
chr17	31265104	31265210	NF1	0.261492	6900.55	0.0640934
chr17	31265210	31265316	NF1	0.237638	6793.01	0.0642827
chr17	31265316	31265422	NF1	0.221851	6712.15	0.0697739
chr17	31325787	31325884	NF1	0.153452	6412.97	0.0568768
chr17	31325884	31325982	NF1	0.180432	6494.9	0.0453567
chr17	31325982	31326079	NF1	0.480811	7968.31	0.0302453
chr17	31326079	31326177	NF1	0.351672	7324.33	0.0387872
chr17	31326177	31326274	NF1	0.592793	8609.52	0.0365841
chr17	31326274	31326372	NF1	-2.35758	1123.69	0.0792089
chr17	31327377	31327474	NF1	-2.26531	1188.08	0.113474
chr17	31327474	31327571	NF1	-0.0835108	5397.25	0.0773042
chr17	31327571	31327668	NF1	0.43876	7756.25	0.0608458
chr17	31327668	31327765	NF1	-0.151691	5154.17	0.0544974
chr17	31327765	31327863	NF1	0.251551	6819.6	0.0394951
chr17	31330088	31330188	NF1	-2.27047	1182.94	0.133521
chr17	31330188	31330289	NF1	-0.454887	4157.19	0.0686975
chr17	31330289	31330390	NF1	0.34062	7223.42	0.033354
chr17	31330390	31330491	NF1	0.485472	7999.55	0.0296236
chr17	31330491	31330592	NF1	-0.578136	3818.98	0.0647665
chr17	31330592	31330693	NF1	-2.24641	1204.01	0.124989
chr17	31334732	31334837	NF1	0.224256	6760.74	0.0652376
chr17	31334837	31334943	NF1	0.425387	7677.05	0.0429586
chr17	31334943	31335048	NF1	0.786903	9851.1	0.0363242
chr17	31335048	31335154	NF1	-1.2677	2377.99	0.0586719
chr17	31336179	31336282	NF1	-2.16395	1282.74	0.105348
chr17	31336282	31336385	NF1	0.254769	6805.44	0.0373102
chr17	31336385	31336488	NF1	0.426743	7676.92	0.0493542
chr17	31336488	31336591	NF1	0.027967	5813.07	0.076185
chr17	31336591	31336694	NF1	0.0865498	6081.25	0.0748216
chr17	31336694	31336797	NF1	-0.0519815	5531.63	0.0561374
chr17	31336797	31336900	NF1	0.141564	6318.05	0.0518954
chr17	31336900	31337004	NF1	0.0960564	6116.34	0.0396462
chr17	31337219	31337318	NF1	-2.28997	1181.08	0.0963663
chr17	31337318	31337417	NF1	-0.0490217	5530.47	0.0458366
chr17	31337417	31337516	NF1	0.526383	8195.2	0.0446561
chr17	31337516	31337615	NF1	-0.102824	5305.39	0.0587416
chr17	31337615	31337714	NF1	-1.00418	2834.92	0.102406
chr17	31337714	31337813	NF1	0.38482	7442.5	0.0492942
chr17	31337813	31337912	NF1	0.570306	8426.63	0.0536
chr17	31337912	31338011	NF1	-1.10552	2633.3	0.115448
chr17	31338011	31338110	NF1	0.583264	8546.5	0.0414458
chr17	31338110	31338209	NF1	0.70539	9318.69	0.031734
chr17	31338209	31338309	NF1	-2.15544	1285.07	0.105696
chr17	31338542	31338645	NF1	-2.01856	1381.81	0.174453
chr17	31338645	31338748	NF1	0.460242	7846.52	0.074059
chr17	31338748	31338851	NF1	1.17009	12754.3	0.0698283
chr17	31338851	31338954	NF1	-1.8105	1629.45	0.12714
chr17	31340380	31340490	NF1	-0.5942	3760.11	0.0787044
chr17	31340490	31340601	NF1	1.12422	12400.1	0.0449523
chr17	31340601	31340712	NF1	0.913966	10707.9	0.0474463
chr17	31340712	31340823	NF1	-1.93731	1473.4	0.139352
chr17	31342985	31343091	NF1	0.644809	8900.88	0.0604768
chr17	31343091	31343197	NF1	0.0197658	5762.15	0.0688512
chr17	31343197	31343304	NF1	-1.86923	1541.84	0.144227
chr17	31348988	31349083	NF1	-2.49774	1010.77	0.103012
chr17	31349083	31349178	NF1	0.494069	8056.5	0.0419017
chr17	31349178	31349273	NF1	0.523668	8229.09	0.0448633
chr17	31349273	31349369	NF1	-2.21963	1236.18	0.101323
chr17	31349987	31350082	NF1	0.00598368	5722.74	0.0402158
chr17	31350082	31350178	NF1	0.597118	8643.22	0.0439625
chr17	31350178	31350274	NF1	1.18034	12956.9	0.0618707
chr17	31350274	31350370	NF1	0.921751	10835.9	0.0449603
chr17	31350370	31350466	NF1	-0.138897	5184.56	0.0462146
chr17	31352221	31352323	NF1	-0.0319221	5595.96	0.0309716
chr17	31352323	31352426	NF1	-0.780486	3328.22	0.0569462
chr17	31352426	31352529	NF1	-2.31643	1142.2	0.130648
chr17	31356275	31356378	NF1	0.482949	7945.04	0.0580181
chr17	31356378	31356481	NF1	0.75454	9627.89	0.0739618
chr17	31356481	31356584	NF1	1.19945	13151.9	0.076478
chr17	31356584	31356687	NF1	1.14658	12681.5	0.0566426
chr17	31356687	31356791	NF1	0.481327	7986.37	0.035798
chr17	31356936	31357028	NF1	0.466381	7889.77	0.0499666
chr17	31357028	31357120	NF1	0.027885	5812.7	0.0670598
chr17	31357120	31357213	NF1	0.0450654	5895.51	0.0640136
chr17	31357213	31357305	NF1	0.12992	6266.32	0.0693663
chr17	31357305	31357398	NF1	0.477488	7951.92	0.0519704
chr17	31358326	31358427	NF1	-0.266551	4710.2	0.0822789
chr17	31358427	31358528	NF1	0.956184	11118.8	0.0349472
chr17	31358528	31358629	NF1	1.42016	15299.8	0.0512835
chr17	31358629	31358731	NF1	0.0759709	6015.45	0.0633313
chr17	31358731	31358832	NF1	-1.70671	1734.7	0.160497
chr17	31358832	31358933	NF1	-1.74169	1689.64	0.172493
chr17	31358933	31359035	NF1	-0.304185	4597.09	0.0931702
chr17	31360349	31360455	NF1	-2.02856	1392.58	0.115493
chr17	31360455	31360562	NF1	0.152439	6383.4	0.0504
chr17	31360562	31360668	NF1	1.19074	13075.8	0.0435298
chr17	31360668	31360775	NF1	0.836535	10230.7	0.0461486
chr17	31360775	31360882	NF1	-2.03579	1390.01	0.120826
chr17	31362148	31362268	NF1	-1.86483	1558.58	0.122646
chr17	31362268	31362388	NF1	0.0328671	5790.41	0.134094
chr17	31367073	31367170	NF1	-2.34488	1120.97	0.105843
chr17	31367170	31367268	NF1	0.333418	7189.07	0.0422802
chr17	31367268	31367366	NF1	0.344206	7237.58	0.0421143
chr17	31367366	31367464	NF1	-2.3991	1085.63	0.110993
chr17	31373906	31373994	NF1	-0.314406	4524.48	0.126957
chr17	31373994	31374083	NF1	0.546763	8353.77	0.0399487
chr17	31374083	31374171	NF1	0.629699	8873.26	0.04054
